bioguide,icpsr,last,first,state,party,chamber
C000879,2150,cranston,robert,RI,O,House
C000951,2218,crozier,john,TN,O,House
C000989,2253,cummins,john,OH,D,House
D000054,2338,darling,mason,WI,D,House
D000117,2394,davis,john,MA,O,Senate
D000314,2566,dickey,john,PA,O,House
D000415,2657,donnell,richard,NC,O,House
D000476,2708,downs,solomon,LA,D,Senate
D000504,2733,dromgoole,george,VA,D,House
D000529,2757,duncan,daniel,OH,O,House
D000527,2763,duncan,william,KY,O,House
E000034,2836,eckert,george,PA,O,House
E000059,2858,edsall,joseph,NJ,D,House
E000082,2875,edwards,thomas,OH,O,House
E000169,2957,embree,elisha,IN,O,House
F000014,3055,faran,james,OH,D,House
F000031,3069,farrelly,john,PA,O,House
F000063,3093,felch,alpheus,MI,D,Senate
F000145,3165,fisher,david,OH,O,House
F000216,3230,flournoy,thomas,VA,O,House
F000251,3259,foote,henry,MS,D,Senate
F000379,3371,french,richard,KY,D,House
F000386,3376,fries,george,OH,D,House
F000419,3406,fulton,andrew,VA,O,House
G000006,3424,gaines,john,KY,O,House
G000106,3513,gayle,john,AL,O,House
G000256,3647,goggin,william,VA,O,House
G000405,3773,greeley,horace,NY,O,House
G000446,3808,gregory,dudley,NJ,O,House
H000028,3916,hale,artemas,MA,O,House
H000062,3948,hall,nathan,NY,O,House
H000136,4015,hammons,david,ME,D,House
H000138,4017,hampton,james,NJ,O,House
H000320,4174,haskell,william,TN,O,House
H000499,4325,henley,thomas,IN,D,House
H000592,4410,hill,hugh,TN,D,House
H000723,4522,holley,john,NY,O,House
H000736,4533,holmes,elias,NY,O,House
H000790,4581,hornbeck,john,PA,O,House
H000889,4673,hubbard,samuel,CT,O,House
H000907,4687,hudson,charles,MA,O,House
H000978,4750,hunt,washington,NY,O,House
I000015,4804,ingersoll,charles,PA,D,House
I000019,4808,ingersoll,joseph,PA,O,House
I000032,4817,irvin,alexander,PA,O,House
J000007,4845,jackson,david,NY,D,House
J000054,4888,jameson,john,MO,D,House
J000146,4968,johnson,james,NH,D,House
J000239,5048,jones,john,GA,O,House
K000122,5192,kennon,william,OH,D,House
L000021,5407,lahm,samuel,OH,D,House
L000139,5516,lawrence,sidney,NY,D,House
L000142,5519,lawrence,william,NY,O,House
L000278,5635,lewis,dixon,AL,D,Senate
L000307,5660,ligon,thomas,MD,D,House
L000440,5777,lord,frederick,NY,D,House
M000096,5952,mangum,willie,NC,O,Senate
M000208,6046,marvin,dudley,NY,O,House
M000334,6153,mcclelland,robert,MI,D,House
M000474,6273,mcilvaine,abraham,PA,O,House
M000489,6284,mckay,james,NC,D,House
M000731,6486,miller,jacob,NJ,O,Senate
M001072,6790,mullin,joseph,NY,O,House
M001093,6808,murphy,henry,NY,D,House
N000103,6927,nicoll,henry,NY,D,House
P000033,7171,palfrey,john,MA,O,House
P000206,7322,pendleton,john,VA,O,House
P000266,7374,petrie,george,NY,O,House
P000353,7454,pilsbury,timothy,TX,D,House
P000416,7513,pollock,james,PA,O,House
P000518,7607,preston,william,VA,O,House
R000364,8000,rockhill,william,IN,D,House
R000367,8003,rockwell,john,CT,O,House
R000414,8044,roman,james,MD,O,House
S000095,8242,sawyer,william,OH,D,House
S000351,8459,sherrill,eliakim,NY,O,House
S000435,8531,simpson,richard,SC,D,House
S000438,8534,sims,alexander,SC,D,House
S000488,8576,slingerland,john,NY,O,House
S000519,8604,smith,caleb,IN,O,House
S000760,8818,spruance,presley,DE,O,Senate
S000766,8179,st. john,daniel,NY,O,House
S000814,8853,starkweather,george,NY,D,House
S000899,8927,stewart,andrew,PA,O,House
S001008,9027,strohm,john,PA,O,House
T000030,9170,tallmadge,frederick,NY,O,House
T000152,9280,thibodeaux,bannon,LA,O,House
T000214,9336,thompson,richard,IN,O,House
T000215,9337,thompson,robert,VA,D,House
T000308,9419,tompkins,patrick,MS,O,House
T000429,9523,turner,thomas,IL,D,House
T000441,,tweedy,john,WI,O,House
U000011,9558,underwood,joseph,KY,O,Senate
W000162,9840,warren,cornelius,NY,O,House
W000436,10083,wick,william,IN,D,House
W000467,10112,wiley,james,ME,D,House
W000504,10149,williams,hezekiah,ME,D,House
B000642,865,borland,solon,AR,D,Senate
D000394,2640,dodge,augustus,IA,D,Senate
F000167,3185,fitzgerald,thomas,MI,D,Senate
J000139,4961,johnson,herschel,GA,D,Senate
K000217,5275,king,william,AL,D,Senate
M000676,6446,metcalfe,thomas,KY,O,Senate
M000889,6623,moor,wyman,ME,D,Senate
W000055,9743,walker,isaac,WI,D,Senate
A000075,64,albertson,nathaniel,IN,D,House
A000093,81,alexander,henry,NY,O,House
A000166,147,alston,william,AL,O,House
A000199,176,anderson,josiah,TN,O,House
A000245,194,andrews,george,NY,O,House
A000318,272,ashmun,george,MA,O,House
A000322,277,atchison,david,MO,D,Senate
B000022,330,badger,george,NC,O,Senate
B000247,523,bay,william,MO,D,House
B000339,605,bell,john,OH,O,House
B000599,829,bokee,david,NY,O,House
B000631,855,booth,walter,CT,O,House
B000680,895,bowdon,franklin,AL,D,House
B000701,915,bowlin,james,MO,D,House
B000782,989,breck,daniel,KY,O,House
B000841,1043,brisbin,john,PA,D,House
B000950,1139,brown,william,IN,D,House
B001037,1216,buel,alexander,MI,D,House
B001049,1228,bullard,henry,LA,O,House
B001175,1336,butler,chester,PA,O,House
B001191,1351,butler,thomas,CT,O,House
C000031,1405,caldwell,george,KY,D,House
C000060,1430,calvin,samuel,PA,O,House
C000224,1573,casey,joseph,PA,O,House
C000459,1790,clarke,charles,NY,O,House
C000482,1810,clay,henry,KY,O,Senate
C000501,1827,clemens,jeremiah,AL,D,Senate
C000611,1925,cole,orsamus,WI,O,House
C000676,1979,conger,harmon,NY,O,House
C000703,2004,conrad,charles,LA,O,House
C000753,2048,cooper,james,PA,O,Senate
C000941,2209,crowell,john,OH,O,House
D000045,2331,danner,joel,PA,D,House
D000156,2431,dawson,william,GA,O,Senate
D000181,2454,deberry,edmund,NC,O,House
D000313,2565,dickey,jesse,PA,O,House
D000325,2577,dickinson,rodolphus,OH,D,House
D000515,2744,duer,william,NY,O,House
E000105,2894,eliot,samuel,MA,O,House
E000255,3019,evans,nathan,OH,O,House
E000275,3036,ewing,andrew,TN,D,House
F000055,3088,featherston,winfield,MS,D,House
F000360,3353,freedley,john,PA,O,House
G000138,3542,gerry,elbridge,ME,D,House
G000172,3572,gilbert,edward,CA,D,House
G000285,3673,goodenow,rufus,ME,O,House
G000339,3720,gott,daniel,NY,O,House
G000341,3722,gould,herman,NY,O,House
G000477,3836,grinnell,joseph,MA,O,House
H000005,3895,hackett,thomas,GA,D,House
H000083,3965,halloway,ransom,NY,O,House
H000139,4018,hampton,moses,PA,O,House
H000178,4046,haralson,hugh,GA,D,House
H000214,4079,harmanson,john,LA,D,House
H000381,4224,hay,andrew,NJ,O,House
H000395,4234,haymond,thomas,VA,O,House
H000520,4345,henry,william,VT,O,House
H000622,4436,hilliard,henry,AL,O,House
H000651,4460,hoagland,moses,OH,D,House
H000738,4535,holmes,isaac,SC,D,House
H000825,4613,houston,john,DE,O,House
H000880,4664,hubbard,david,AL,D,House
I000013,4802,inge,samuel,AL,D,House
J000031,4868,jackson,william,NY,O,House
J000147,4969,johnson,james,KY,O,House
K000021,5102,kaufman,david,TX,D,House
K000137,5207,kerr,john,MD,O,House
K000198,5257,king,daniel,MA,O,House
K000203,5262,king,james,NJ,O,House
K000205,5264,king,john,NY,O,House
K000215,5273,king,thomas,GA,O,House
L000008,5484,la sere,emile,LA,D,House
L000215,5583,leffler,shepherd,IA,D,House
L000262,5626,levin,lewis,PA,O,House
L000356,5706,littlefield,nathaniel,ME,D,House
M000106,5960,mann,job,PA,D,House
M000147,5994,marsh,george,VT,O,House
M000419,6225,mcdowell,james,VA,D,House
M000443,6247,mcgaughey,edward,IN,O,House
M000529,6318,mckissock,thomas,NY,O,House
M000546,6334,mclean,finis,KY,O,House
M000612,6391,mcwillie,william,MS,D,House
M000721,6478,miller,daniel,IA,O,House
M000742,6496,miller,john,OH,D,House
M000936,6665,morehead,charles,KY,O,House
M000979,6706,morris,jonathan,OH,D,House
M001011,6735,morse,isaac,LA,D,House
M001015,6739,morton,jackson,FL,O,Senate
M001016,6740,morton,jeremiah,VA,O,House
N000045,6875,nelson,william,NY,O,House
N000047,6877,nes,henry,PA,O,House
N000070,6898,newman,alexander,VA,D,House
N000140,6961,norris,moses,NH,D,Senate
O000046,7034,ogle,andrew,PA,O,House
O000128,7109,otis,john,ME,O,House
O000148,7128,owen,allen,GA,O,House
P000068,7201,parker,richard,VA,D,House
P000178,7296,peck,lucius,VT,D,House
P000319,7424,phoenix,jonas,NY,O,House
P000369,7470,pitman,charles,PA,O,House
P000464,7555,potter,emery,OH,D,House
P000580,7661,putnam,harvey,NY,O,House
R000126,7793,reed,robert,PA,O,House
R000172,7830,reynolds,gideon,NY,O,House
R000270,7916,risley,elijah,NY,O,House
R000433,8058,root,joseph,OH,O,House
R000438,8061,rose,robert,NY,O,House
R000506,8113,rumsey,david,NY,O,House
S000085,8234,sawtelle,cullen,ME,D,House
S000220,8342,seddon,james,VA,D,House
S000338,8447,shepperd,augustine,NC,O,House
S000413,8512,silvester,peter,NY,O,House
S000621,8691,smith,truman,CT,O,Senate
S000682,8745,soule,pierre,LA,D,Senate
S000745,8804,sprague,william,MI,O,House
S000873,8903,stetson,charles,ME,D,House
S000905,8932,stewart,david,MD,O,Senate
S001021,9041,strong,william,PA,D,House
T000203,9325,thompson,jacob,MS,D,House
T000204,9326,thompson,james,PA,D,House
T000223,9344,thompson,william,IA,D,House
T000252,9368,thurman,john,NY,O,House
T000258,,thurston,samuel,OR,D,House
U000009,9556,underhill,walter,NY,O,House
U000025,9570,upham,william,VT,O,Senate
V000035,9611,van dyke,john,NJ,O,House
V000107,9679,vinton,samuel,OH,O,House
W000033,9725,walden,hiram,NY,D,House
W000037,9728,waldo,loren,CT,D,House
W000043,9733,wales,john,DE,O,Senate
W000271,9932,wellborn,marshall,GA,D,House
W000349,10003,whitcomb,james,IN,D,Senate
W000375,10028,white,hugh,NY,O,House
W000434,10081,whittlesey,william,OH,D,House
W000587,10229,wilson,james,NH,O,House
W000689,10319,wood,amos,OH,D,House
W000760,10388,wright,george,CA,O,House
Y000055,10456,young,timothy,IL,D,House
B000168,457,barnwell,robert,SC,D,Senate
E000158,2946,elmore,franklin,SC,D,Senate
E000281,3041,ewing,thomas,OH,O,Senate
F000374,3366,fremont,john,CA,D,Senate
P000506,7596,pratt,thomas,MD,O,Senate
R000184,7841,rhett,robert,SC,D,Senate
W000646,10284,winthrop,robert,MA,O,Senate
F000115,3140,fillmore,millard,NY,O,House
A000115,101,allen,charles,MA,O,House
A000243,192,andrews,charles,ME,D,House
A000268,218,appleton,john,ME,D,House
A000343,297,averett,thomas,VA,D,House
B000005,315,babcock,leander,NY,D,House
B000174,462,barrere,nelson,OH,O,House
B000209,492,bartlett,thomas,VT,D,House
B000266,541,beale,james,VA,D,House
B000335,601,bell,hiram,OH,O,House
B000435,687,bibighaus,thomas,PA,O,House
B000694,908,bowie,richard,MD,O,House
B000707,921,bowne,obadiah,NY,O,House
B000718,930,boyd,john,NY,O,House
B000758,967,bragg,john,AL,D,House
B000861,1061,brodhead,richard,PA,D,Senate
B000920,1110,brown,george,NJ,O,House
B001038,1217,buell,alexander,NY,D,House
B001143,1311,burrows,lorenzo,NY,O,House
B001145,1313,burt,armistead,SC,D,House
B001162,1325,busby,george,OH,D,House
C000003,1378,cabell,edward,FL,O,House
C000008,1383,cable,joseph,OH,D,House
C000037,1411,caldwell,joseph,NC,O,House
C000102,1466,campbell,thompson,IL,D,House
C000206,1555,cartter,david,OH,D,House
C000233,1582,cass,lewis,MI,D,Senate
C000310,1653,chapman,charles,CT,O,House
C000445,1777,clark,lincoln,IA,D,House
C000511,1836,cleveland,chauncey,CT,D,House
C000603,1917,colcock,william,SC,D,House
C000677,1980,conger,james,MI,O,House
C000800,2085,cottman,joseph,MD,O,House
D000034,2324,daniel,john,NC,D,House
D000049,2334,darby,john,MO,O,House
D000101,2382,davis,george,MA,O,House
D000350,2600,dimmick,milo,PA,D,House
D000385,2632,dockery,alfred,NC,O,House
D000396,2642,dodge,henry,WI,D,Senate
D000443,2680,doty,james,WI,O,House
D000532,2759,duncan,james,MA,O,House
E000231,3002,evans,alexander,MD,O,House
F000050,3084,fay,francis,MA,O,House
F000101,3129,ficklin,orlando,IL,D,House
F000140,3160,fish,hamilton,NY,O,Senate
F000223,3236,floyd,john,NY,D,House
F000325,3327,fowler,orin,MA,O,House
F000363,3356,freeman,john,MS,O,House
G000108,3515,gaylord,james,OH,D,House
G000125,3530,gentry,meredith,TN,O,House
G000146,3548,geyer,henry,MO,O,Senate
G000220,3615,gilmore,alfred,PA,D,House
G000284,3672,goodenow,robert,ME,O,House
G000330,3713,gorman,willis,IN,D,House
H000077,3959,hall,willard,MO,D,House
H000126,4005,hammond,edward,MD,D,House
H000219,4084,harper,alexander,OH,O,House
H000286,4144,hart,emanuel,NY,D,House
H000315,4170,hascall,augustus,NY,O,House
H000380,4223,haws,john,NY,O,House
H000435,4273,hebard,william,VT,O,House
H000714,4515,holladay,alexander,VA,D,House
H000796,4587,horsford,jerediah,NY,O,House
H000845,4632,howard,volney,TX,D,House
H000853,4639,howe,john,PA,O,House
H000855,4641,howe,thomas,NY,D,House
H000992,4763,hunter,william,OH,O,House
I000051,4835,ives,willard,NY,D,House
J000023,4860,jackson,joseph,GA,O,House
J000046,4881,james,charles,RI,D,Senate
J000089,4918,jenkins,timothy,NY,D,House
J000144,4966,johnson,james,GA,O,House
J000153,4972,johnson,john,OH,O,House
J000229,5040,jones,james,TN,O,Senate
K000201,5260,king,george,RI,O,House
K000337,5373,kuhns,joseph,PA,O,House
L000055,5437,landry,joseph,LA,O,House
L000350,5700,little,edward,MA,D,House
M000102,5957,mann,horace,MA,O,House
M000151,5997,marshall,edward,CA,D,House
M000180,6024,martin,frederick,NY,O,House
M000362,6175,mccorkle,joseph,CA,D,House
M000534,6322,mclanahan,james,PA,D,House
M000618,6397,meade,richard,VA,D,House
M000790,6543,miner,ahiman,VT,O,House
M000846,6585,molony,richard,IL,D,House
M000900,6634,moore,henry,PA,O,House
M000903,6637,moore,john,LA,O,House
M000937,6667,morehead,james,NC,O,House
M000997,6723,morrison,john,PA,D,House
M001086,6803,murphey,charles,GA,O,House
N000001,6840,nabers,benjamin,MS,O,House
N000076,6904,newton,eben,OH,O,House
O000138,7118,outlaw,david,NC,O,House
P000055,7189,parker,andrew,PA,D,House
P000173,7291,peaslee,charles,NH,D,House
P000210,7326,penn,alexander,LA,D,House
P000212,7328,penniman,ebenezer,MI,O,House
P000235,7348,perkins,jared,NH,O,House
P000412,7510,polk,william,TN,O,House
P000529,7615,price,rodman,NJ,D,House
R000063,7738,rantoul,robert,MA,D,House
R000117,7785,reed,isaac,ME,O,House
R000331,7971,robie,reuben,NY,D,House
R000343,7982,robinson,john,IN,D,House
R000455,8077,ross,thomas,PA,D,House
R000518,8121,rusk,thomas,TX,D,Senate
R000532,8134,russell,joseph,NY,D,House
S000004,8166,sabine,lorenzo,MA,O,House
S000007,8168,sackett,william,NY,O,House
S000122,8261,schermerhorn,abraham,NY,O,House
S000139,8271,schoolcraft,john,NY,O,House
S000141,8273,schoonmaker,marius,NY,O,House
S000207,8331,scurry,richardson,TX,D,House
S000265,8382,seymour,david,NY,D,House
S000396,,sibley,henry,MN,O,House
S000503,8591,smart,ephraim,ME,D,House
S000661,8730,snow,william,NY,D,House
S000799,8841,stanly,edward,NC,O,House
S000853,8884,stephens,abraham,NY,D,House
S000942,8965,stockton,robert,NJ,D,Senate
S000958,8980,stone,james,KY,D,House
S001025,9043,strother,james,VA,O,House
S001084,9096,sutherland,josiah,NY,D,House
S001111,9121,sweetser,charles,OH,D,House
T000192,9315,thompson,benjamin,MA,O,House
T000201,9323,thompson,george,VA,D,House
T000338,9442,townshend,norton,OH,D,House
T000394,9493,tuck,amos,NH,O,House
V000084,9659,venable,abraham,NC,D,House
W000030,9722,walbridge,henry,NY,O,House
W000075,9761,wallace,daniel,SC,D,House
W000105,9789,walsh,thomas,MD,O,House
W000145,9825,ward,william,KY,O,House
W000255,,weightman,richard,NM,D,House
W000263,9926,welch,john,OH,O,House
W000284,9944,wells,john,NY,O,House
W000350,10004,white,addison,KY,O,House
W000457,10102,wilcox,john,MS,O,House
W000464,10109,wildrick,isaac,NJ,D,House
W000493,10138,williams,christopher,TN,O,House
W000732,10362,woodward,joseph,SC,D,House
A000048,41,adams,stephen,MS,D,Senate
B000872,1069,brooke,walker,MS,O,Senate
C000250,1598,cathcart,charles,IN,D,Senate
C000324,1664,charlton,robert,GA,D,Senate
D000270,2526,de saussure,william,SC,D,Senate
D000367,2615,dixon,archibald,KY,O,Senate
M000650,6423,meriwether,david,KY,D,Senate
T000319,9425,toucey,isaac,CT,D,Senate
W000274,9934,weller,john,CA,D,Senate
P000333,7435,pierce,franklin,NH,D,Senate
A000012,10,abercrombie,james,AL,O,House
A000141,123,allen,philip,RI,D,Senate
A000154,135,allen,willis,IL,D,House
A000310,262,ashe,william,NC,D,House
A000323,278,atherton,charles,NH,D,Senate
B000036,340,bailey,david,GA,D,House
B000193,479,barry,william,MS,D,House
B000322,589,belcher,nathan,CT,D,House
B000340,606,bell,john,TN,O,Senate
B000398,658,benton,thomas,MO,D,House
B000492,736,bissell,william,IL,O,House
B000624,848,boody,azariah,NY,O,House
B000719,931,boyd,linn,KY,D,House
B001043,1222,bugg,robert,TN,O,House
C000078,1444,campbell,brookins,TN,D,House
C000167,1520,carpenter,davis,NY,O,House
C000276,1621,chamberlain,ebenezer,IN,D,House
C000292,1636,chandler,joseph,PA,O,House
C000325,1665,chase,dudley,NY,O,House
C000326,1666,chase,george,NY,O,House
C000335,1675,chastain,elijah,GA,D,House
C000376,1712,chrisman,james,KY,D,House
C000393,1726,churchwell,william,TN,D,House
C000451,1782,clark,samuel,MI,D,House
C000496,1822,clayton,john,DE,O,Senate
C000720,2019,cook,john,IA,O,House
C000790,2077,corwin,moses,OH,O,House
C000917,2186,crocker,samuel,MA,O,House
C000974,2240,cullom,william,TN,O,House
C000981,2246,cumming,thomas,NY,D,House
C001029,2290,cutting,francis,NY,D,House
D000135,2411,davis,thomas,RI,D,House
D000172,2445,dean,gilbert,NY,D,House
D000257,2515,dent,william,GA,D,House
D000319,2571,dickinson,edward,MA,O,House
D000361,2610,disney,david,OH,D,House
D000506,2735,drum,augustus,PA,D,House
D000526,2755,dunbar,william,LA,D,House
D000540,2765,dunham,cyrus,IN,D,House
E000019,2823,eastman,ben,WI,D,House
E000039,2840,eddy,norman,IN,D,House
E000045,2845,edgerton,alfred,OH,D,House
E000050,2850,edmands,john,MA,O,House
E000140,2929,ellison,andrew,OH,D,House
E000249,3015,evans,josiah,SC,D,Senate
E000264,3026,everett,edward,MA,O,Senate
E000271,3032,everhart,william,PA,O,House
E000279,3040,ewing,presley,KY,O,House
F000018,3059,farley,ephraim,ME,O,House
F000345,3343,franklin,john,MD,O,House
G000029,3444,gamble,james,PA,D,House
G000168,,giddings,napoleon,NE,D,House
G000295,3680,goodrich,john,MA,O,House
G000409,3776,green,frederick,OH,D,House
G000453,3814,grey,benjamin,KY,O,House
H000208,4074,harlan,andrew,IN,D,House
H000256,4117,harris,wiley,MS,D,House
H000326,4178,hastings,george,NY,D,House
H000500,4326,henn,bernhart,IA,D,House
H000557,4380,hibbard,harry,NH,D,House
H000572,4392,hiester,isaac,PA,O,House
H000589,4407,hill,clement,KY,O,House
H000625,4438,hillyer,junius,GA,D,House
H000827,4615,houston,samuel,TX,O,Senate
H000854,4640,howe,thomas,PA,O,House
H000918,4697,hughes,charles,NY,D,House
H000977,4749,hunt,theodore,LA,O,House
I000016,4805,ingersoll,colin,CT,D,House
J000136,4958,johnson,harvey,OH,D,House
J000215,5027,jones,daniel,NY,D,House
J000221,5032,jones,george,IA,D,Senate
J000250,5060,jones,roland,LA,D,House
K000140,5206,kerr,john,NC,O,House
K000256,5313,kittredge,george,NH,D,House
K000345,5380,kurtz,william,PA,D,House
L000032,5418,lamb,alfred,MO,D,House
L000044,,lancaster,columbia,WA,D,House
L000275,5632,lewis,charles,VA,D,House
L000310,5663,lilly,samuel,NJ,D,House
L000330,5682,lindsley,william,OH,D,House
L000540,5862,lyon,caleb,NY,O,House
M000004,5872,macdonald,moses,ME,D,House
M000036,5897,macy,john,WI,D,House
M000261,6090,maurice,james,NY,D,House
M000278,6106,mayall,samuel,ME,D,House
M000390,6201,mcculloch,john,PA,O,House
M000581,6365,mcnair,john,PA,D,House
M000695,6458,middleswarth,ner,PA,O,House
M000994,6720,morrison,george,NH,D,House
M001064,6782,muhlenberg,henry,PA,D,House
M001116,6827,murray,william,NY,D,House
N000117,6940,noble,david,MI,D,House
O000063,7051,olds,edson,OH,D,House
P000071,7204,parker,samuel,IN,O,House
P000177,7295,peck,jared,NY,D,House
P000180,7298,peckham,rufus,NY,D,House
P000227,7341,perkins,bishop,NY,D,House
P000236,7349,perkins,john,LA,D,House
P000277,7383,pettit,john,IN,D,Senate
P000299,7404,phelps,samuel,VT,O,Senate
P000311,7416,phillips,philip,AL,D,House
P000502,7592,pratt,james,CT,D,House
P000517,7606,preston,william,KY,O,House
R000135,7801,reese,david,GA,O,House
R000271,7917,ritchey,thomas,OH,D,House
R000477,8093,rowe,peter,NY,D,House
R000539,8141,russell,samuel,PA,O,House
S000204,8328,scudder,zeno,MA,O,House
S000270,8386,seymour,origen,CT,D,House
S000291,8404,shannon,wilson,OH,D,House
S000386,8492,shower,jacob,MD,D,House
